ANONYMIZED ID;TEST FEB;PRACTICAL EX FEB;PRACTICES FEB;FINAL FEB;TEST SEPT;PRACTICAL EX SEPT;PRACTICES SEPT;FINAL SEPT;YEAR
SWeQl;NA;NA;NA;NA;NA;NA;NA;NA;2018
mOxId;NA;NA;NA;NA;NA;NA;NA;NA;2016
082TE;NA;NA;NA;NA;NA;NA;NA;NA;2014
hY0YP;NA;NA;NA;NA;NA;NA;NA;NA;2015
WrRQz;NA;NA;NA;NA;NA;NA;NA;NA;2013
7KksT;9,00;8,00;0,00;7,40;NA;NA;NA;NA;2014
i+Heo;NA;NA;NA;NA;NA;NA;NA;NA;2011
8BVQ7;2,00;NA;0,00;0,60;NA;NA;NA;NA;2014
t7iXS;NA;NA;NA;NA;NA;NA;NA;NA;2012
t7iXS;NA;NA;NA;NA;NA;NA;NA;NA;2016
t7iXS;7,00;5,29;0,73;6,00;NA;NA;NA;NA;2017
8F8My;NA;NA;NA;NA;NA;NA;NA;NA;2014
sOEP/;5,00;NA;0,60;1,50;8,00;6,00;NA;6,50;2014
sOEP/;NA;NA;NA;NA;NA;NA;NA;NA;2015
e8+Qi;NA;NA;NA;NA;NA;NA;NA;NA;2016
Mo2wZ;NA;NA;NA;NA;NA;NA;NA;NA;2013
J+2M0;NA;NA;NA;NA;NA;NA;NA;NA;2012
J+2M0;NA;NA;NA;NA;NA;NA;NA;NA;2013
06Jir;5,00;0,00;0,98;3,00;8,00;1,03;0,98;4,00;2011
06Jir;7,00;8,00;0,80;7,70;NA;NA;NA;NA;2012
O+7/E;6,00;0,00;0,00;1,80;5,00;0,00;0,00;1,50;2017
EcxIx;NA;NA;NA;NA;NA;NA;NA;NA;2013
sSc3w;NA;NA;NA;NA;NA;NA;NA;NA;2011
yq6DA;NA;NA;NA;NA;NA;NA;NA;NA;2012
8e958;NA;NA;NA;NA;NA;NA;NA;NA;2012
ABM9I;NA;NA;NA;NA;NA;NA;NA;NA;2011
ABM9I;NA;NA;NA;NA;NA;NA;NA;NA;2012
cNdX4;NA;NA;NA;NA;NA;NA;NA;NA;2015
X1Yt9;NA;NA;NA;NA;NA;NA;NA;NA;2015
uYHlJ;NA;NA;NA;NA;NA;NA;NA;NA;2014
uYHlJ;8,00;NA;0,00;3,00;NA;NA;NA;NA;2015
uYHlJ;NA;NA;NA;NA;NA;NA;NA;NA;2016
DO1iu;9,00;1,00;0,00;3,30;5,00;0,00;0,00;1,50;2012
hjfne;NA;NA;NA;NA;NA;NA;NA;NA;2012
hjfne;NA;NA;NA;NA;NA;NA;NA;NA;2013
LMvZx;NA;NA;NA;NA;NA;NA;NA;NA;2013
Yxa8Z;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2016
3tBNB;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2017
1PGi6;8,00;5,00;0,00;5,40;NA;NA;NA;NA;2017
ZQ0U0;NA;NA;NA;NA;NA;NA;NA;NA;2011
b8XYs;6,00;5,75;0,75;6,00;NA;NA;NA;NA;2014
/EJMU;8,00;9,00;NA;7,80;NA;NA;NA;NA;2012
oZzgH;7,00;7,00;0,70;7,00;NA;NA;NA;NA;2017
xHNNF;NA;NA;NA;NA;NA;NA;NA;NA;2018
kR67S;9,00;6,08;0,65;7,00;NA;NA;NA;NA;2013
KmN7Z;NA;NA;NA;NA;NA;NA;NA;NA;2012
KmN7Z;NA;NA;NA;NA;NA;NA;NA;NA;2013
WqbEG;NA;NA;NA;NA;NA;NA;NA;NA;2012
QoEgt;NA;NA;NA;NA;NA;NA;NA;NA;2017
c3e37;NA;NA;NA;NA;NA;NA;NA;NA;2015
IEgfZ;NA;NA;NA;NA;NA;NA;NA;NA;2015
Rj9rX;NA;NA;NA;NA;NA;NA;NA;NA;2013
sGMk3;NA;NA;NA;NA;NA;NA;NA;NA;2018
FSQUx;NA;NA;NA;NA;NA;NA;NA;NA;2017
MRswt;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2013
MRswt;NA;NA;NA;NA;NA;NA;NA;NA;2015
uM5oy;NA;NA;NA;NA;NA;NA;NA;NA;2016
+W0mW;NA;NA;NA;NA;NA;NA;NA;NA;2012
Z39IZ;NA;NA;NA;NA;NA;NA;NA;NA;2018
RGPZA;NA;NA;NA;NA;NA;NA;NA;NA;2018
E+Jie;NA;NA;NA;NA;NA;NA;NA;NA;2012
ddKX4;NA;NA;NA;NA;NA;NA;NA;NA;2011
4PDET;10,00;9,00;0,90;9,30;NA;NA;NA;NA;2018
BivYB;NA;NA;NA;NA;NA;NA;NA;NA;2014
acTut;8,00;NA;0,00;8,40;NA;NA;NA;NA;2015
XesCx;6,00;0,00;0,00;1,80;5,00;0,00;0,00;1,50;2016
e9qaJ;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
l8RAz;1,00;NA;0,00;0,30;NA;NA;NA;NA;2014
hI/G5;8,00;NA;0,00;6,00;NA;NA;NA;NA;2015
ocYQ0;NA;NA;NA;NA;NA;NA;NA;NA;2012
kvPvG;NA;NA;NA;NA;NA;NA;NA;NA;2015
aUAc5;NA;NA;NA;NA;NA;NA;NA;NA;2018
bctRp;NA;NA;NA;NA;NA;NA;NA;NA;2018
H1PvQ;NA;NA;NA;NA;NA;NA;NA;NA;2011
H1PvQ;NA;NA;NA;NA;NA;NA;NA;NA;2012
+jGR8;NA;NA;NA;NA;NA;NA;NA;NA;2015
5tZfh;NA;NA;NA;NA;NA;NA;NA;NA;2014
QhOqt;NA;NA;NA;NA;NA;NA;NA;NA;2012
fWgJm;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
fWgJm;NA;NA;NA;NA;NA;NA;NA;NA;2018
1IYQU;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
XIfFJ;NA;NA;NA;NA;NA;NA;NA;NA;2013
DX2AE;NA;NA;NA;NA;NA;NA;NA;NA;2012
ItWGL;8,00;5,00;0,60;6,00;NA;NA;NA;NA;2014
Qf6P+;10,00;NA;0,40;8,00;NA;NA;NA;NA;2015
FfM1s;3,00;NA;0,00;0,90;NA;NA;NA;NA;2014
0dgV6;9,00;8,00;0,00;7,50;NA;NA;NA;NA;2016
qozYv;NA;NA;NA;NA;NA;NA;NA;NA;2015
6NFyl;NA;NA;NA;NA;NA;NA;NA;NA;2012
6NFyl;NA;NA;NA;NA;NA;NA;NA;NA;2013
6NFyl;NA;NA;NA;NA;NA;NA;NA;NA;2014
6NFyl;7,00;NA;0,98;6,00;NA;NA;NA;NA;2015
uwVWS;NA;NA;NA;NA;NA;NA;NA;NA;2016
AdyeG;NA;NA;NA;NA;NA;NA;NA;NA;2012
2FUVW;NA;NA;NA;NA;NA;NA;NA;NA;2017
2FUVW;8,00;9,00;0,60;8,40;NA;NA;NA;NA;2018
8O0gC;NA;NA;NA;NA;NA;NA;NA;NA;2013
TFOI/;NA;NA;NA;NA;NA;NA;NA;NA;2017
FBA7N;NA;NA;NA;NA;NA;NA;NA;NA;2018
k8OpU;NA;NA;NA;NA;NA;NA;NA;NA;2017
MWb5W;NA;NA;NA;NA;NA;NA;NA;NA;2013
MWb5W;NA;NA;NA;NA;NA;NA;NA;NA;2014
/QvUk;NA;NA;NA;NA;NA;NA;NA;NA;2012
E2XM4;NA;NA;NA;NA;NA;NA;NA;NA;2016
E2XM4;NA;NA;NA;NA;NA;NA;NA;NA;2017
47peM;NA;NA;NA;NA;NA;NA;NA;NA;2012
AIlYH;NA;NA;NA;NA;NA;NA;NA;NA;2014
R33FE;5,00;0,00;0,95;5,00;NA;NA;NA;NA;2011
vzMNs;NA;NA;NA;NA;NA;NA;NA;NA;2011
Vj9+t;NA;NA;NA;NA;NA;NA;NA;NA;2012
Vj9+t;NA;NA;NA;NA;NA;NA;NA;NA;2013
yuHMp;NA;NA;NA;NA;NA;NA;NA;NA;2012
uSCkf;NA;NA;NA;NA;NA;NA;NA;NA;2017
J/wcW;NA;NA;NA;NA;NA;NA;NA;NA;2017
AUPJc;NA;NA;NA;NA;NA;NA;NA;NA;2013
yj2dj;NA;NA;NA;NA;NA;NA;NA;NA;2011
sioR1;NA;NA;NA;NA;NA;NA;NA;NA;2015
kxMpa;NA;NA;NA;NA;NA;NA;NA;NA;2018
JXt25;NA;NA;NA;NA;NA;NA;NA;NA;2017
EmJ49;7,00;0,00;NA;2,10;NA;NA;NA;NA;2012
/kuJc;NA;NA;NA;NA;NA;NA;NA;NA;2015
Tgjgf;2,00;0,00;0,85;0,60;NA;NA;NA;NA;2011
jNXvG;5,00;0,00;NA;1,50;NA;NA;NA;NA;2012
Vtqbk;NA;NA;NA;NA;NA;NA;NA;NA;2018
5Ents;NA;NA;NA;NA;NA;NA;NA;NA;2012
ubAIA;NA;NA;NA;NA;NA;NA;NA;NA;2017
vJu7s;NA;NA;NA;NA;NA;NA;NA;NA;2017
unpgk;NA;NA;NA;NA;NA;NA;NA;NA;2012
BFL/K;NA;NA;NA;NA;NA;NA;NA;NA;2011
teH4K;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
WUzUj;NA;NA;NA;NA;NA;NA;NA;NA;2012
or6tX;8,00;NA;0,95;8,00;NA;NA;NA;NA;2015
NAxP1;NA;NA;NA;NA;NA;NA;NA;NA;2015
eFWo8;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2013
eFWo8;6,00;1,17;0,50;3,00;NA;NA;NA;NA;2014
8DKLH;NA;NA;NA;NA;NA;NA;NA;NA;2013
65u2q;NA;NA;NA;NA;NA;NA;NA;NA;2016
WWiaS;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2016
VLMwe;NA;NA;NA;NA;NA;NA;NA;NA;2014
VLMwe;NA;NA;NA;NA;NA;NA;NA;NA;2015
7lTU0;NA;NA;NA;NA;NA;NA;NA;NA;2018
tO1kZ;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2013
tO1kZ;3,00;NA;0,00;0,90;7,00;0,00;0,00;2,10;2015
3rUYN;NA;NA;NA;NA;NA;NA;NA;NA;2015
M5IYN;NA;NA;NA;NA;NA;NA;NA;NA;2017
G9AHC;NA;NA;NA;NA;NA;NA;NA;NA;2013
G9AHC;NA;NA;NA;NA;NA;NA;NA;NA;2014
vHGO+;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2018
GoEi4;3,00;0,00;NA;0,90;NA;NA;NA;NA;2011
GoEi4;8,00;8,00;NA;7,20;NA;NA;NA;NA;2012
vxmS7;NA;NA;NA;NA;NA;NA;NA;NA;2011
BfSf+;NA;NA;NA;NA;NA;NA;NA;NA;2015
yRGbg;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2018
jSwBk;NA;NA;NA;NA;NA;NA;NA;NA;2018
Q1yo5;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
IKGB0;NA;NA;NA;NA;NA;NA;NA;NA;2015
Q0zoB;NA;NA;NA;NA;NA;NA;NA;NA;2015
o1t8F;NA;NA;NA;NA;NA;NA;NA;NA;2013
Ww5n5;NA;NA;NA;NA;NA;NA;NA;NA;2013
REn89;NA;NA;NA;NA;NA;NA;NA;NA;2018
Zr5vF;8,00;NA;0,00;6,00;NA;NA;NA;NA;2015
jvQfy;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
lTOvE;NA;NA;NA;NA;NA;NA;NA;NA;2014
lTOvE;NA;NA;NA;NA;NA;NA;NA;NA;2015
QaRpn;NA;NA;NA;NA;NA;NA;NA;NA;2016
cJ7q3;NA;NA;NA;NA;NA;NA;NA;NA;2016
1SB9P;NA;NA;NA;NA;NA;NA;NA;NA;2017
h3Suc;5,00;NA;0,00;1,50;NA;NA;NA;NA;2015
0SKo7;NA;NA;NA;NA;NA;NA;NA;NA;2016
nha1S;NA;NA;NA;NA;NA;NA;NA;NA;2018
tQPoA;NA;NA;NA;NA;NA;NA;NA;NA;2015
YzFvY;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2016
Dou/B;NA;NA;NA;NA;NA;NA;NA;NA;2014
k9JUK;NA;NA;NA;NA;NA;NA;NA;NA;2013
TjL1v;NA;NA;NA;NA;NA;NA;NA;NA;2017
+T5wB;NA;NA;NA;NA;NA;NA;NA;NA;2016
5TGyn;NA;NA;NA;NA;NA;NA;NA;NA;2015
Ir/HZ;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2018
633WZ;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
Hbc3b;4,00;0,00;0,70;1,20;6,00;4,00;7,00;5,00;2018
xAyAf;10,00;8,00;1,00;9,00;NA;NA;NA;NA;2018
wX/+d;NA;NA;NA;NA;NA;NA;NA;NA;2013
wtueW;NA;NA;NA;NA;NA;NA;NA;NA;2018
ckAWP;NA;NA;NA;NA;NA;NA;NA;NA;2014
ckAWP;NA;NA;NA;NA;NA;NA;NA;NA;2015
1kh/E;NA;NA;NA;NA;NA;NA;NA;NA;2018
Kx3bz;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
8cxZL;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2012
O7Kcu;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
JktvR;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2016
sO2rZ;NA;NA;NA;NA;NA;NA;NA;NA;2013
sO2rZ;NA;NA;NA;NA;NA;NA;NA;NA;2014
4+oNe;NA;NA;NA;NA;NA;NA;NA;NA;2018
1Z3Tz;9,00;7,17;0,00;7,00;NA;NA;NA;NA;2016
s3V8+;NA;NA;NA;NA;NA;NA;NA;NA;2017
ZnOCs;NA;NA;NA;NA;NA;NA;NA;NA;2013
2qH/F;NA;NA;NA;NA;NA;NA;NA;NA;2016
75Ha5;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2018
tFlzh;NA;NA;NA;NA;NA;NA;NA;NA;2017
l7khD;NA;NA;NA;NA;NA;NA;NA;NA;2017
IK5/z;8,00;2,00;0,00;3,60;NA;NA;NA;NA;2018
kF2zy;NA;NA;NA;NA;NA;NA;NA;NA;2017
iS4yq;NA;NA;NA;NA;NA;NA;NA;NA;2016
VDz5z;NA;NA;NA;NA;NA;NA;NA;NA;2018
WAuBl;NA;NA;NA;NA;NA;NA;NA;NA;2013
WAuBl;NA;NA;NA;NA;NA;NA;NA;NA;2014
WAuBl;NA;NA;NA;NA;NA;NA;NA;NA;2015
Go3cF;NA;NA;NA;NA;NA;NA;NA;NA;2018
VRJb5;NA;NA;NA;NA;NA;NA;NA;NA;2018
nkBhu;NA;NA;NA;NA;NA;NA;NA;NA;2011
yTsnS;9,00;7,00;NA;6,90;NA;NA;NA;NA;2012
5K14V;NA;NA;NA;NA;NA;NA;NA;NA;2018
l075l;NA;NA;NA;NA;NA;NA;NA;NA;2013
PNLQq;NA;NA;NA;NA;NA;NA;NA;NA;2012
RCk8A;NA;NA;NA;NA;NA;NA;NA;NA;2013
dYB+v;NA;NA;NA;NA;NA;NA;NA;NA;2013
juHQ7;NA;NA;NA;NA;NA;NA;NA;NA;2011
a5Xi3;NA;NA;NA;NA;NA;NA;NA;NA;2018
rp000;NA;NA;NA;NA;NA;NA;NA;NA;2011
ExOgg;NA;NA;NA;NA;NA;NA;NA;NA;2012
AkRQX;NA;NA;NA;NA;NA;NA;NA;NA;2017
LZ/11;NA;NA;NA;NA;NA;NA;NA;NA;2012
34wov;NA;NA;NA;NA;5,00;0,00;0,50;1,50;2015
34wov;6,00;6,00;0,80;6,20;NA;NA;NA;NA;2016
+vg1y;NA;NA;NA;NA;NA;NA;NA;NA;2012
+vg1y;NA;NA;NA;NA;NA;NA;NA;NA;2013
+vg1y;NA;NA;NA;NA;NA;NA;NA;NA;2014
3Vyka;10,00;10,00;0,90;9,90;NA;NA;NA;NA;2012
/5F4F;1,00;0,00;NA;0,30;NA;NA;NA;NA;2011
/5F4F;NA;NA;NA;NA;NA;NA;NA;NA;2012
/5F4F;NA;NA;NA;NA;NA;NA;NA;NA;2013
/5F4F;NA;NA;NA;NA;NA;NA;NA;NA;2014
IzJCU;5,00;0,00;0,30;1,50;6,00;NA;3,00;1,80;2018
sOrMU;NA;NA;NA;NA;9,00;6,00;0,00;6,30;2018
cdu2A;0,00;NA;0,00;0,00;NA;NA;NA;NA;2014
xywTR;7,00;0,00;0,00;2,10;9,00;3,00;0,00;5,00;2018
fNF5s;NA;NA;NA;NA;NA;NA;NA;NA;2017
rHXxg;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
YGXJr;6,00;0,00;0,50;2,30;3,00;0,00;0,50;0,90;2012
6AsLv;NA;NA;NA;NA;NA;NA;NA;NA;2012
utn0Y;NA;NA;NA;NA;NA;NA;NA;NA;2012
hQAPs;NA;NA;NA;NA;NA;NA;NA;NA;2012
idlUR;8,00;NA;0,00;7,80;NA;NA;NA;NA;2015
0aju+;NA;NA;NA;NA;NA;NA;NA;NA;2012
fsGEu;NA;NA;NA;NA;NA;NA;NA;NA;2012
fsGEu;NA;NA;NA;NA;NA;NA;NA;NA;2013
qYm7P;NA;NA;NA;NA;NA;NA;NA;NA;2011
ls9bp;NA;NA;NA;NA;NA;NA;NA;NA;2014
ikk23;6,00;4,50;0,50;5,00;NA;NA;NA;NA;2013
C9xif;NA;NA;NA;NA;NA;NA;NA;NA;2011
3J8o7;10,00;8,50;0,90;9,00;NA;NA;NA;NA;2017
rypwP;6,00;7,33;0,80;7,00;NA;NA;NA;NA;2011
0K0h6;NA;NA;NA;NA;NA;NA;NA;NA;2012
js3cU;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2013
js3cU;NA;NA;NA;NA;NA;NA;NA;NA;2014
CE3wz;8,00;9,00;0,70;8,50;NA;NA;NA;NA;2013
auBcJ;4,00;0,00;0,00;1,20;5,00;0,00;0,00;1,50;2016
auBcJ;NA;NA;NA;NA;NA;NA;NA;NA;2017
qmFpe;NA;NA;NA;NA;6,00;0,00;NA;1,80;2011
qmFpe;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2012
qmFpe;NA;NA;NA;NA;NA;NA;NA;NA;2013
qmFpe;NA;NA;NA;NA;NA;NA;NA;NA;2015
t6Yyj;NA;NA;NA;NA;NA;NA;NA;NA;2018
DOHaa;NA;NA;NA;NA;NA;NA;NA;NA;2016
xd+mh;NA;NA;NA;NA;NA;NA;NA;NA;2014
pSPMe;NA;NA;NA;NA;2,00;0,00;NA;0,60;2012
xB3B7;NA;NA;NA;NA;NA;NA;NA;NA;2012
41ivw;NA;NA;NA;NA;NA;NA;NA;NA;2016
oJbFP;NA;NA;NA;NA;NA;NA;NA;NA;2012
oJbFP;NA;NA;NA;NA;NA;NA;NA;NA;2013
mMYWf;NA;NA;NA;NA;NA;NA;NA;NA;2018
5GjQj;NA;NA;NA;NA;NA;NA;NA;NA;2015
5GjQj;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2017
QqNBL;NA;NA;NA;NA;NA;NA;NA;NA;2013
zC8v/;9,00;7,33;0,90;8,00;NA;NA;NA;NA;2014
xc0Da;NA;NA;NA;NA;NA;NA;NA;NA;2013
7OGB5;NA;NA;NA;NA;NA;NA;NA;NA;2011
DOH5W;NA;NA;NA;NA;NA;NA;NA;NA;2014
94YKx;NA;NA;NA;NA;NA;NA;NA;NA;2011
94YKx;NA;NA;NA;NA;NA;NA;NA;NA;2012
n4yES;7,00;10,00;1,00;9,10;NA;NA;NA;NA;2012
R5+9S;NA;NA;NA;NA;NA;NA;NA;NA;2011
R5+9S;NA;NA;NA;NA;NA;NA;NA;NA;2012
R5+9S;NA;NA;NA;NA;NA;NA;NA;NA;2013
R5+9S;NA;NA;NA;NA;NA;NA;NA;NA;2015
R5+9S;NA;NA;NA;NA;NA;NA;NA;NA;2017
R5+9S;NA;NA;NA;NA;NA;NA;NA;NA;2018
g9sWq;NA;NA;NA;NA;NA;NA;NA;NA;2014
ATyKF;NA;NA;NA;NA;NA;NA;NA;NA;2012
zXIik;NA;NA;NA;NA;NA;NA;NA;NA;2016
xXmmC;NA;NA;NA;NA;NA;NA;NA;NA;2014
WiOvO;NA;NA;NA;NA;NA;NA;NA;NA;2018
GRFtI;3,00;0,00;NA;0,90;3,00;0,00;NA;0,90;2011
GRFtI;NA;NA;NA;NA;NA;NA;NA;NA;2012
v8NGP;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2012
Slfko;NA;NA;NA;NA;NA;NA;NA;NA;2011
nCS3P;2,00;0,00;1,00;0,60;NA;NA;NA;NA;2011
nCS3P;8,00;8,00;0,90;8,10;NA;NA;NA;NA;2012
Px977;NA;NA;NA;NA;NA;NA;NA;NA;2016
RidQv;7,00;0,00;0,30;2,10;4,00;NA;0,30;1,20;2013
eUfzn;NA;NA;NA;NA;5,00;0,00;NA;1,50;2011
eUfzn;NA;NA;NA;NA;NA;NA;NA;NA;2012
/hdQr;NA;NA;NA;NA;NA;NA;NA;NA;2014
89Pz0;NA;NA;NA;NA;NA;NA;NA;NA;2014
pxykc;NA;NA;NA;NA;NA;NA;NA;NA;2013
hzF7k;NA;NA;NA;NA;NA;NA;NA;NA;2015
qksdJ;NA;NA;NA;NA;NA;NA;NA;NA;2012
VuOsU;3,00;0,00;0,80;0,90;6,00;1,00;0,80;3,20;2011
EOoum;7,00;NA;1,00;8,50;NA;NA;NA;NA;2015
y9Xka;NA;NA;NA;NA;NA;NA;NA;NA;2011
y9Xka;NA;NA;NA;NA;NA;NA;NA;NA;2012
y9Xka;9,00;7,67;0,70;8,00;NA;NA;NA;NA;2013
7Rdfi;NA;NA;NA;NA;NA;NA;NA;NA;2011
/eoqJ;7,00;0,00;NA;2,10;3,00;0,00;NA;0,90;2012
/eoqJ;7,00;2,00;0,30;3,60;7,00;7,00;0,30;6,00;2014
w8MaX;NA;NA;NA;NA;NA;NA;NA;NA;2012
WcuBQ;2,00;0,00;0,90;0,60;NA;NA;NA;NA;2011
WcuBQ;8,00;3,00;0,90;5,10;NA;NA;NA;NA;2012
pjisb;NA;NA;NA;NA;NA;NA;NA;NA;2017
Rk8rJ;NA;NA;NA;NA;NA;NA;NA;NA;2015
Rk8rJ;7,00;6,50;1,00;7,00;NA;NA;NA;NA;2016
EoO38;NA;NA;NA;NA;NA;NA;NA;NA;2017
In2CZ;NA;NA;NA;NA;NA;NA;NA;NA;2013
w3oXw;7,00;6,00;0,80;6,50;NA;NA;NA;NA;2011
8IdFA;NA;NA;NA;NA;NA;NA;NA;NA;2013
BJT30;5,00;NA;0,88;1,50;9,00;8,50;0,88;8,50;2014
gWh61;NA;NA;NA;NA;NA;NA;NA;NA;2013
gWh61;NA;NA;NA;NA;NA;NA;NA;NA;2014
791hb;0,00;0,00;0,00;0,00;NA;NA;NA;NA;2013
wpGVt;NA;NA;NA;NA;NA;NA;NA;NA;2011
ERVEk;NA;NA;NA;NA;NA;NA;NA;NA;2014
1lcft;7,00;0,00;0,00;2,10;NA;NA;NA;NA;2012
C9TZ3;6,00;NA;0,00;1,80;10,00;9,00;0,00;8,40;2014
tdlpg;NA;NA;NA;NA;NA;NA;NA;NA;2011
e7Xd+;NA;NA;NA;NA;NA;NA;NA;NA;2013
e7Xd+;NA;NA;NA;NA;NA;NA;NA;NA;2014
e7Xd+;NA;NA;NA;NA;NA;NA;NA;NA;2015
Qd80/;NA;NA;NA;NA;NA;NA;NA;NA;2014
chYLD;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
chYLD;4,00;NA;0,00;1,20;6,00;NA;0,00;1,80;2014
2PcXg;NA;NA;NA;NA;NA;NA;NA;NA;2014
yam/s;8,00;NA;0,95;8,00;NA;NA;NA;NA;2015
AQIaT;NA;NA;NA;NA;NA;NA;NA;NA;2011
X8EeL;NA;NA;NA;NA;NA;NA;NA;NA;2016
l1qiK;NA;NA;NA;NA;NA;NA;NA;NA;2011
+4fO0;NA;NA;NA;NA;NA;NA;NA;NA;2013
AiIZ7;NA;NA;NA;NA;NA;NA;NA;NA;2013
YCwLj;4,00;0,00;0,60;1,20;NA;NA;NA;NA;2013
69sTO;2,00;0,00;NA;0,60;NA;NA;NA;NA;2011
69sTO;NA;NA;NA;NA;NA;NA;NA;NA;2012
67HVK;NA;NA;NA;NA;NA;NA;NA;NA;2016
mCwVH;10,00;NA;0,00;5,40;NA;NA;NA;NA;2015
z1Jix;7,00;7,05;0,97;7,30;NA;NA;NA;NA;2016
R2hGX;NA;NA;NA;NA;NA;NA;NA;NA;2011
crBJx;NA;NA;NA;NA;NA;NA;NA;NA;2017
FgH5N;2,00;NA;0,00;0,60;NA;NA;NA;NA;2014
Zhxav;6,00;7,00;1,00;7,00;NA;NA;NA;NA;2014
4PL7H;NA;NA;NA;NA;NA;NA;NA;NA;2014
CarI+;8,00;6,00;1,00;7,00;NA;NA;NA;NA;2014
136Pf;NA;NA;NA;NA;NA;NA;NA;NA;2014
C+Pap;NA;NA;NA;NA;NA;NA;NA;NA;2014
hMznY;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
hMznY;5,00;0,00;0,50;1,50;NA;NA;NA;NA;2013
UPech;NA;NA;NA;NA;NA;NA;NA;NA;2014
2XfGa;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2011
2XfGa;NA;NA;NA;NA;NA;NA;NA;NA;2012
SrhzT;4,00;0,00;0,00;1,20;5,00;0,00;0,00;1,50;2017
SrhzT;NA;NA;NA;NA;NA;NA;NA;NA;2018
J5eXx;7,00;6,00;0,85;6,55;NA;NA;NA;NA;2011
nJsTO;3,00;0,00;0,94;0,90;6,00;4,10;0,94;5,20;2011
WVp7i;NA;NA;NA;NA;NA;NA;NA;NA;2011
WVp7i;NA;NA;NA;NA;NA;NA;NA;NA;2012
XLT2p;4,00;0,00;0,00;1,20;5,00;3,50;0,00;5,00;2013
uyQvq;8,00;3,17;0,70;5,00;NA;NA;NA;NA;2013
7g/CF;6,00;NA;0,00;1,80;NA;NA;NA;NA;2014
7g/CF;10,00;NA;0,90;7,00;NA;NA;NA;NA;2015
CjVDl;NA;NA;NA;NA;NA;NA;NA;NA;2013
SNIHj;NA;NA;NA;NA;NA;NA;NA;NA;2012
wGczQ;NA;NA;NA;NA;NA;NA;NA;NA;2014
Viuqi;NA;NA;NA;NA;NA;NA;NA;NA;2015
8lrOC;NA;NA;NA;NA;NA;NA;NA;NA;2011
l9dvZ;7,00;3,42;0,85;5,00;NA;NA;NA;NA;2012
nRYbv;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
avRNQ;8,00;6,33;0,80;7,00;NA;NA;NA;NA;2012
N6+hT;NA;NA;NA;NA;NA;NA;NA;NA;2011
N6+hT;NA;NA;NA;NA;NA;NA;NA;NA;2015
j7zr1;NA;NA;NA;NA;NA;NA;NA;NA;2015
AUYPf;NA;NA;NA;NA;NA;NA;NA;NA;2015
ljd+O;NA;NA;NA;NA;NA;NA;NA;NA;2012
ljd+O;NA;NA;NA;NA;NA;NA;NA;NA;2013
ZeSMg;NA;NA;NA;NA;NA;NA;NA;NA;2015
ZeSMg;NA;NA;NA;NA;NA;NA;NA;NA;2016
0dnwW;NA;NA;NA;NA;NA;NA;NA;NA;2013
lZYpB;NA;NA;NA;NA;NA;NA;NA;NA;2014
lZYpB;NA;NA;NA;NA;NA;NA;NA;NA;2016
9sw37;NA;NA;NA;NA;NA;NA;NA;NA;2012
vnrIL;NA;NA;NA;NA;NA;NA;NA;NA;2015
AeTMP;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
2Ry2E;4,00;0,00;NA;1,20;NA;NA;NA;NA;2011
wmQvW;NA;NA;NA;NA;NA;NA;NA;NA;2014
RftaG;3,00;0,00;0,65;0,90;NA;NA;NA;NA;2011
68zas;NA;NA;NA;NA;NA;NA;NA;NA;2013
68zas;NA;NA;NA;NA;NA;NA;NA;NA;2015
j2UDB;NA;NA;NA;NA;NA;NA;NA;NA;2018
Bfsbt;6,00;4,00;0,95;5,20;NA;NA;NA;NA;2014
